DeviceID,Time,Power(kW)
STP 17000TL-10 435,17.12.2019 08:00,0.43
STP 17000TL-10 561,17.12.2019 08:00,0.27
STP 17000TL-10 431,17.12.2019 07:00,0.04
STP 17000TL-10 435,17.12.2019 07:00,0.02
STP 17000TL-10 561,17.12.2019 07:00,0.02
STP 17000TL-10 431,17.12.2019 09:00,1.24
STP 17000TL-10 435,17.12.2019 09:00,1.63
STP 17000TL-10 561,17.12.2019 09:00,0.93
STP 17000TL-10 431,17.12.2019 13:00,10.16
STP 17000TL-10 435,17.12.2019 13:00,9.13
STP 17000TL-10 561,17.12.2019 13:00,8.10
STP 17000TL-10 431,17.12.2019 10:00,3.86
STP 17000TL-10 435,17.12.2019 10:00,4.03
STP 17000TL-10 561,17.12.2019 10:00,3.09
STP 17000TL-10 431,17.12.2019 12:00,9.42
STP 17000TL-10 435,17.12.2019 12:00,8.40
STP 17000TL-10 561,17.12.2019 12:00,7.14
STP 17000TL-10 431,17.12.2019 11:00,7.32
STP 17000TL-10 435,17.12.2019 11:00,6.89
STP 17000TL-10 561,17.12.2019 11:00,5.49
STP 17000TL-10 431,17.12.2019 17:00,0.23
STP 17000TL-10 435,17.12.2019 17:00,0.25
STP 17000TL-10 561,17.12.2019 17:00,0.25
STP 17000TL-10 431,17.12.2019 14:00,9.32
STP 17000TL-10 435,17.12.2019 14:00,8.83
STP 17000TL-10 561,17.12.2019 14:00,7.99
STP 17000TL-10 431,17.12.2019 15:00,3.91
STP 17000TL-10 435,17.12.2019 15:00,3.38
STP 17000TL-10 561,17.12.2019 15:00,2.50
STP 17000TL-10 431,17.12.2019 16:00,0.92
STP 17000TL-10 435,17.12.2019 16:00,1.02
STP 17000TL-10 561,17.12.2019 16:00,0.82
STP 17000TL-10 431,16.12.2019 08:00,0.40
STP 17000TL-10 435,16.12.2019 08:00,0.43
STP 17000TL-10 561,16.12.2019 08:00,0.28
STP 17000TL-10 431,16.12.2019 07:00,0.04
STP 17000TL-10 435,16.12.2019 07:00,0.03
STP 17000TL-10 561,16.12.2019 07:00,0.02
STP 17000TL-10 431,16.12.2019 09:00,1.32
STP 17000TL-10 435,16.12.2019 09:00,1.59
STP 17000TL-10 561,16.12.2019 09:00,0.90
STP 17000TL-10 431,16.12.2019 13:00,10.78
STP 17000TL-10 435,16.12.2019 13:00,9.70
STP 17000TL-10 561,16.12.2019 13:00,8.45
STP 17000TL-10 431,16.12.2019 10:00,3.89
STP 17000TL-10 435,16.12.2019 10:00,4.20
STP 17000TL-10 561,16.12.2019 10:00,3.07
STP 17000TL-10 431,16.12.2019 12:00,10.16
STP 17000TL-10 435,16.12.2019 12:00,9.07
STP 17000TL-10 561,16.12.2019 12:00,7.56
STP 17000TL-10 431,16.12.2019 11:00,7.48
STP 17000TL-10 435,16.12.2019 11:00,7.22
STP 17000TL-10 561,16.12.2019 11:00,5.64
STP 17000TL-10 431,16.12.2019 17:00,0.24
STP 17000TL-10 435,16.12.2019 17:00,0.27
STP 17000TL-10 561,16.12.2019 17:00,0.27
STP 17000TL-10 431,16.12.2019 14:00,9.84
STP 17000TL-10 435,16.12.2019 14:00,9.36
STP 17000TL-10 561,16.12.2019 14:00,8.35
STP 17000TL-10 431,16.12.2019 15:00,5.98
STP 17000TL-10 435,16.12.2019 15:00,5.32
STP 17000TL-10 561,16.12.2019 15:00,4.28
STP 17000TL-10 431,16.12.2019 16:00,0.87
STP 17000TL-10 435,16.12.2019 16:00,0.93
STP 17000TL-10 561,16.12.2019 16:00,1.19
STP 17000TL-10 431,15.12.2019 08:00,0.33
STP 17000TL-10 435,15.12.2019 08:00,0.35
STP 17000TL-10 561,15.12.2019 08:00,0.31
STP 17000TL-10 431,15.12.2019 07:00,0.00
STP 17000TL-10 435,15.12.2019 07:00,0.00
STP 17000TL-10 561,15.12.2019 07:00,0.00
STP 17000TL-10 431,15.12.2019 09:00,1.23
STP 17000TL-10 435,15.12.2019 09:00,1.25
STP 17000TL-10 561,15.12.2019 09:00,1.14
STP 17000TL-10 431,15.12.2019 13:00,3.54
STP 17000TL-10 435,15.12.2019 13:00,3.63
STP 17000TL-10 561,15.12.2019 13:00,3.34
STP 17000TL-10 431,15.12.2019 10:00,2.99
STP 17000TL-10 435,15.12.2019 10:00,2.92
STP 17000TL-10 561,15.12.2019 10:00,2.57
STP 17000TL-10 431,15.12.2019 12:00,4.23
STP 17000TL-10 435,15.12.2019 12:00,4.23
STP 17000TL-10 561,15.12.2019 12:00,3.76
STP 17000TL-10 431,15.12.2019 11:00,3.89
STP 17000TL-10 435,15.12.2019 11:00,3.78
STP 17000TL-10 561,15.12.2019 11:00,3.22
STP 17000TL-10 431,15.12.2019 17:00,0.15
STP 17000TL-10 435,15.12.2019 17:00,0.15
STP 17000TL-10 561,15.12.2019 17:00,0.13
STP 17000TL-10 431,15.12.2019 14:00,1.86
STP 17000TL-10 435,15.12.2019 14:00,1.95
STP 17000TL-10 561,15.12.2019 14:00,1.81
STP 17000TL-10 431,15.12.2019 15:00,2.90
STP 17000TL-10 435,15.12.2019 15:00,2.88
STP 17000TL-10 561,15.12.2019 15:00,2.70
STP 17000TL-10 431,15.12.2019 16:00,1.55
STP 17000TL-10 435,15.12.2019 16:00,1.58
STP 17000TL-10 561,15.12.2019 16:00,1.50
STP 17000TL-10 431,14.12.2019 08:00,0.53
STP 17000TL-10 435,14.12.2019 08:00,0.48
STP 17000TL-10 561,14.12.2019 08:00,0.35
STP 17000TL-10 431,14.12.2019 07:00,0.05
STP 17000TL-10 435,14.12.2019 07:00,0.04
STP 17000TL-10 561,14.12.2019 07:00,0.03
STP 17000TL-10 431,14.12.2019 09:00,1.84
STP 17000TL-10 435,14.12.2019 09:00,1.78
STP 17000TL-10 561,14.12.2019 09:00,1.37
STP 17000TL-10 431,14.12.2019 13:00,9.23
STP 17000TL-10 435,14.12.2019 13:00,7.36
STP 17000TL-10 561,14.12.2019 13:00,7.50
STP 17000TL-10 431,14.12.2019 10:00,3.91
STP 17000TL-10 435,14.12.2019 10:00,4.17
STP 17000TL-10 561,14.12.2019 10:00,3.20
STP 17000TL-10 431,14.12.2019 12:00,8.90
STP 17000TL-10 435,14.12.2019 12:00,7.22
STP 17000TL-10 561,14.12.2019 12:00,6.81
STP 17000TL-10 431,14.12.2019 11:00,7.25
STP 17000TL-10 435,14.12.2019 11:00,7.13
STP 17000TL-10 561,14.12.2019 11:00,5.65
STP 17000TL-10 431,14.12.2019 17:00,0.24
STP 17000TL-10 435,14.12.2019 17:00,0.27
STP 17000TL-10 561,14.12.2019 17:00,0.27
STP 17000TL-10 431,14.12.2019 14:00,9.99
STP 17000TL-10 435,14.12.2019 14:00,9.34
STP 17000TL-10 561,14.12.2019 14:00,8.46
STP 17000TL-10 431,14.12.2019 15:00,4.90
STP 17000TL-10 435,14.12.2019 15:00,4.64
STP 17000TL-10 561,14.12.2019 15:00,4.15
STP 17000TL-10 431,14.12.2019 16:00,1.45
STP 17000TL-10 435,14.12.2019 16:00,1.51
STP 17000TL-10 561,14.12.2019 16:00,1.47
STP 17000TL-10 431,13.12.2019 08:00,0.53
STP 17000TL-10 435,13.12.2019 08:00,0.53
STP 17000TL-10 561,13.12.2019 08:00,0.38
STP 17000TL-10 431,13.12.2019 07:00,0.03
STP 17000TL-10 435,13.12.2019 07:00,0.06
STP 17000TL-10 561,13.12.2019 07:00,0.03
STP 17000TL-10 431,13.12.2019 09:00,1.79
STP 17000TL-10 435,13.12.2019 09:00,1.78
STP 17000TL-10 561,13.12.2019 09:00,1.08
STP 17000TL-10 431,13.12.2019 13:00,5.29
STP 17000TL-10 435,13.12.2019 13:00,5.03
STP 17000TL-10 561,13.12.2019 13:00,4.57
STP 17000TL-10 431,13.12.2019 10:00,4.18
STP 17000TL-10 435,13.12.2019 10:00,4.02
STP 17000TL-10 561,13.12.2019 10:00,3.35
STP 17000TL-10 431,13.12.2019 12:00,4.23
STP 17000TL-10 435,13.12.2019 12:00,4.12
STP 17000TL-10 561,13.12.2019 12:00,3.66
STP 17000TL-10 431,13.12.2019 11:00,7.03
STP 17000TL-10 435,13.12.2019 11:00,6.44
STP 17000TL-10 561,13.12.2019 11:00,6.06
STP 17000TL-10 431,13.12.2019 17:00,0.13
STP 17000TL-10 435,13.12.2019 17:00,0.14
STP 17000TL-10 561,13.12.2019 17:00,0.12
STP 17000TL-10 431,13.12.2019 14:00,5.24
STP 17000TL-10 435,13.12.2019 14:00,5.10
STP 17000TL-10 561,13.12.2019 14:00,4.68
STP 17000TL-10 431,13.12.2019 15:00,2.06
STP 17000TL-10 435,13.12.2019 15:00,2.01
STP 17000TL-10 561,13.12.2019 15:00,1.81
STP 17000TL-10 431,13.12.2019 16:00,0.92
STP 17000TL-10 435,13.12.2019 16:00,0.93
STP 17000TL-10 561,13.12.2019 16:00,0.84
STP 17000TL-10 431,12.12.2019 08:00,0.73
STP 17000TL-10 435,12.12.2019 08:00,0.70
STP 17000TL-10 561,12.12.2019 08:00,0.58
STP 17000TL-10 431,12.12.2019 07:00,0.07
STP 17000TL-10 435,12.12.2019 07:00,0.07
STP 17000TL-10 561,12.12.2019 07:00,0.05
STP 17000TL-10 431,12.12.2019 09:00,2.18
STP 17000TL-10 435,12.12.2019 09:00,2.06
STP 17000TL-10 561,12.12.2019 09:00,1.68
STP 17000TL-10 431,12.12.2019 13:00,5.47
STP 17000TL-10 435,12.12.2019 13:00,5.19
STP 17000TL-10 561,12.12.2019 13:00,4.73
STP 17000TL-10 431,12.12.2019 10:00,3.63
STP 17000TL-10 435,12.12.2019 10:00,3.47
STP 17000TL-10 561,12.12.2019 10:00,2.98
STP 17000TL-10 431,12.12.2019 12:00,2.78
STP 17000TL-10 435,12.12.2019 12:00,2.83
STP 17000TL-10 561,12.12.2019 12:00,2.63
STP 17000TL-10 431,12.12.2019 11:00,2.48
STP 17000TL-10 435,12.12.2019 11:00,2.54
STP 17000TL-10 561,12.12.2019 11:00,2.41
STP 17000TL-10 431,12.12.2019 17:00,0.14
STP 17000TL-10 435,12.12.2019 17:00,0.14
STP 17000TL-10 561,12.12.2019 17:00,0.12
STP 17000TL-10 431,12.12.2019 14:00,6.49
STP 17000TL-10 435,12.12.2019 14:00,6.14
STP 17000TL-10 561,12.12.2019 14:00,5.54
STP 17000TL-10 431,12.12.2019 15:00,3.46
STP 17000TL-10 435,12.12.2019 15:00,3.41
STP 17000TL-10 561,12.12.2019 15:00,3.16
STP 17000TL-10 431,12.12.2019 16:00,0.88
STP 17000TL-10 435,12.12.2019 16:00,0.92
STP 17000TL-10 561,12.12.2019 16:00,0.88
STP 17000TL-10 431,11.12.2019 08:00,0.89
STP 17000TL-10 435,11.12.2019 08:00,0.85
STP 17000TL-10 561,11.12.2019 08:00,0.68
STP 17000TL-10 431,11.12.2019 07:00,0.04
STP 17000TL-10 435,11.12.2019 07:00,0.03
STP 17000TL-10 561,11.12.2019 07:00,0.02
STP 17000TL-10 431,11.12.2019 09:00,1.99
STP 17000TL-10 435,11.12.2019 09:00,1.95
STP 17000TL-10 561,11.12.2019 09:00,1.64
STP 17000TL-10 431,11.12.2019 13:00,7.83
STP 17000TL-10 435,11.12.2019 13:00,7.26
STP 17000TL-10 561,11.12.2019 13:00,6.41
STP 17000TL-10 431,11.12.2019 10:00,3.97
STP 17000TL-10 435,11.12.2019 10:00,3.76
STP 17000TL-10 561,11.12.2019 10:00,3.13
STP 17000TL-10 431,11.12.2019 12:00,7.11
STP 17000TL-10 435,11.12.2019 12:00,6.82
STP 17000TL-10 561,11.12.2019 12:00,5.95
STP 17000TL-10 431,11.12.2019 11:00,4.01
STP 17000TL-10 435,11.12.2019 11:00,3.93
STP 17000TL-10 561,11.12.2019 11:00,3.39
STP 17000TL-10 431,11.12.2019 17:00,0.19
STP 17000TL-10 435,11.12.2019 17:00,0.21
STP 17000TL-10 561,11.12.2019 17:00,0.19
STP 17000TL-10 431,11.12.2019 14:00,5.30
STP 17000TL-10 435,11.12.2019 14:00,5.22
STP 17000TL-10 561,11.12.2019 14:00,4.74
STP 17000TL-10 431,11.12.2019 15:00,2.98
STP 17000TL-10 435,11.12.2019 15:00,3.05
STP 17000TL-10 561,11.12.2019 15:00,2.87
STP 17000TL-10 431,11.12.2019 16:00,1.42
STP 17000TL-10 435,11.12.2019 16:00,1.48
STP 17000TL-10 561,11.12.2019 16:00,1.44
STP 17000TL-10 431,10.12.2019 08:00,0.51
STP 17000TL-10 435,10.12.2019 08:00,0.49
STP 17000TL-10 561,10.12.2019 08:00,0.38
STP 17000TL-10 431,10.12.2019 07:00,0.03
STP 17000TL-10 435,10.12.2019 07:00,0.03
STP 17000TL-10 561,10.12.2019 07:00,0.06
STP 17000TL-10 431,10.12.2019 09:00,1.67
STP 17000TL-10 435,10.12.2019 09:00,1.75
STP 17000TL-10 561,10.12.2019 09:00,1.37
STP 17000TL-10 431,10.12.2019 13:00,1.44
STP 17000TL-10 435,10.12.2019 13:00,1.48
STP 17000TL-10 561,10.12.2019 13:00,1.38
STP 17000TL-10 431,10.12.2019 10:00,2.31
STP 17000TL-10 435,10.12.2019 10:00,2.40
STP 17000TL-10 561,10.12.2019 10:00,2.28
STP 17000TL-10 431,10.12.2019 12:00,0.94
STP 17000TL-10 435,10.12.2019 12:00,0.96
STP 17000TL-10 561,10.12.2019 12:00,0.87
STP 17000TL-10 431,10.12.2019 11:00,0.69
STP 17000TL-10 435,10.12.2019 11:00,0.73
STP 17000TL-10 561,10.12.2019 11:00,0.67
STP 17000TL-10 431,10.12.2019 17:00,0.21
STP 17000TL-10 435,10.12.2019 17:00,0.23
STP 17000TL-10 561,10.12.2019 17:00,0.23
STP 17000TL-10 431,10.12.2019 14:00,3.25
STP 17000TL-10 435,10.12.2019 14:00,3.22
STP 17000TL-10 561,10.12.2019 14:00,2.92
STP 17000TL-10 431,10.12.2019 15:00,1.08
STP 17000TL-10 435,10.12.2019 15:00,1.09
STP 17000TL-10 561,10.12.2019 15:00,0.99
STP 17000TL-10 431,10.12.2019 16:00,1.67
STP 17000TL-10 435,10.12.2019 16:00,1.74
STP 17000TL-10 561,10.12.2019 16:00,1.69
STP 17000TL-10 431,09.12.2019 08:00,0.63
STP 17000TL-10 435,09.12.2019 08:00,0.62
STP 17000TL-10 561,09.12.2019 08:00,0.53
STP 17000TL-10 431,09.12.2019 07:00,0.00
STP 17000TL-10 435,09.12.2019 07:00,0.01
STP 17000TL-10 561,09.12.2019 07:00,0.00
STP 17000TL-10 431,09.12.2019 09:00,1.68
STP 17000TL-10 435,09.12.2019 09:00,2.11
STP 17000TL-10 561,09.12.2019 09:00,1.45
STP 17000TL-10 431,09.12.2019 13:00,3.12
STP 17000TL-10 435,09.12.2019 13:00,2.93
STP 17000TL-10 561,09.12.2019 13:00,2.61
STP 17000TL-10 431,09.12.2019 10:00,4.68
STP 17000TL-10 435,09.12.2019 10:00,4.78
STP 17000TL-10 561,09.12.2019 10:00,3.99
STP 17000TL-10 431,09.12.2019 12:00,2.51
STP 17000TL-10 435,09.12.2019 12:00,2.41
STP 17000TL-10 561,09.12.2019 12:00,2.14
STP 17000TL-10 431,09.12.2019 11:00,6.83
STP 17000TL-10 435,09.12.2019 11:00,7.03
STP 17000TL-10 561,09.12.2019 11:00,6.05
STP 17000TL-10 431,09.12.2019 17:00,0.19
STP 17000TL-10 435,09.12.2019 17:00,0.20
STP 17000TL-10 561,09.12.2019 17:00,0.18
STP 17000TL-10 431,09.12.2019 14:00,3.07
STP 17000TL-10 435,09.12.2019 14:00,3.08
STP 17000TL-10 561,09.12.2019 14:00,2.79
STP 17000TL-10 431,09.12.2019 15:00,2.51
STP 17000TL-10 435,09.12.2019 15:00,2.53
STP 17000TL-10 561,09.12.2019 15:00,2.33
STP 17000TL-10 431,09.12.2019 16:00,1.31
STP 17000TL-10 435,09.12.2019 16:00,1.34
STP 17000TL-10 561,09.12.2019 16:00,1.27
STP 17000TL-10 431,08.12.2019 08:00,0.73
STP 17000TL-10 435,08.12.2019 08:00,0.71
STP 17000TL-10 561,08.12.2019 08:00,0.60
STP 17000TL-10 431,08.12.2019 07:00,0.05
STP 17000TL-10 435,08.12.2019 07:00,0.05
STP 17000TL-10 561,08.12.2019 07:00,0.07
STP 17000TL-10 431,08.12.2019 09:00,1.06
STP 17000TL-10 435,08.12.2019 09:00,1.07
STP 17000TL-10 561,08.12.2019 09:00,0.97
STP 17000TL-10 431,08.12.2019 13:00,8.88
STP 17000TL-10 435,08.12.2019 13:00,5.01
STP 17000TL-10 561,08.12.2019 13:00,7.31
STP 17000TL-10 431,08.12.2019 10:00,1.42
STP 17000TL-10 435,08.12.2019 10:00,1.48
STP 17000TL-10 561,08.12.2019 10:00,1.39
STP 17000TL-10 431,08.12.2019 12:00,8.90
STP 17000TL-10 435,08.12.2019 12:00,8.11
STP 17000TL-10 561,08.12.2019 12:00,7.04
STP 17000TL-10 431,08.12.2019 11:00,5.64
STP 17000TL-10 435,08.12.2019 11:00,5.32
STP 17000TL-10 561,08.12.2019 11:00,4.33
STP 17000TL-10 431,08.12.2019 17:00,0.05
STP 17000TL-10 435,08.12.2019 17:00,0.05
STP 17000TL-10 561,08.12.2019 17:00,0.04
STP 17000TL-10 431,08.12.2019 14:00,6.34
STP 17000TL-10 435,08.12.2019 14:00,4.35
STP 17000TL-10 561,08.12.2019 14:00,5.57
STP 17000TL-10 431,08.12.2019 15:00,3.31
STP 17000TL-10 435,08.12.2019 15:00,3.24
STP 17000TL-10 561,08.12.2019 15:00,2.89
STP 17000TL-10 431,08.12.2019 16:00,0.73
STP 17000TL-10 435,08.12.2019 16:00,0.77
STP 17000TL-10 561,08.12.2019 16:00,0.73
STP 17000TL-10 431,07.12.2019 08:00,0.44
STP 17000TL-10 435,07.12.2019 08:00,0.53
STP 17000TL-10 561,07.12.2019 08:00,0.30
STP 17000TL-10 431,07.12.2019 07:00,0.04
STP 17000TL-10 435,07.12.2019 07:00,0.04
STP 17000TL-10 561,07.12.2019 07:00,0.05
STP 17000TL-10 431,07.12.2019 09:00,1.58
STP 17000TL-10 435,07.12.2019 09:00,1.83
STP 17000TL-10 561,07.12.2019 09:00,1.04
STP 17000TL-10 431,07.12.2019 13:00,9.57
STP 17000TL-10 435,07.12.2019 13:00,8.74
STP 17000TL-10 561,07.12.2019 13:00,7.92
STP 17000TL-10 431,07.12.2019 10:00,4.08
STP 17000TL-10 435,07.12.2019 10:00,4.47
STP 17000TL-10 561,07.12.2019 10:00,3.42
STP 17000TL-10 431,07.12.2019 12:00,9.80
STP 17000TL-10 435,07.12.2019 12:00,8.74
STP 17000TL-10 561,07.12.2019 12:00,7.56
STP 17000TL-10 431,07.12.2019 11:00,7.81
STP 17000TL-10 435,07.12.2019 11:00,7.31
STP 17000TL-10 561,07.12.2019 11:00,5.85
STP 17000TL-10 431,07.12.2019 17:00,0.21
STP 17000TL-10 435,07.12.2019 17:00,0.23
STP 17000TL-10 561,07.12.2019 17:00,0.24
STP 17000TL-10 431,07.12.2019 14:00,9.68
STP 17000TL-10 435,07.12.2019 14:00,9.29
STP 17000TL-10 561,07.12.2019 14:00,8.46
STP 17000TL-10 431,07.12.2019 15:00,5.67
STP 17000TL-10 435,07.12.2019 15:00,5.28
STP 17000TL-10 561,07.12.2019 15:00,4.39
STP 17000TL-10 431,07.12.2019 16:00,0.97
STP 17000TL-10 435,07.12.2019 16:00,1.03
STP 17000TL-10 561,07.12.2019 16:00,0.91
STP 17000TL-10 431,06.12.2019 08:00,0.64
STP 17000TL-10 435,06.12.2019 08:00,0.62
STP 17000TL-10 561,06.12.2019 08:00,0.51
STP 17000TL-10 431,06.12.2019 07:00,0.00
STP 17000TL-10 435,06.12.2019 07:00,0.00
STP 17000TL-10 561,06.12.2019 07:00,0.00
STP 17000TL-10 431,06.12.2019 09:00,1.68
STP 17000TL-10 435,06.12.2019 09:00,1.67
STP 17000TL-10 561,06.12.2019 09:00,1.16
STP 17000TL-10 431,06.12.2019 13:00,10.72
STP 17000TL-10 435,06.12.2019 13:00,9.69
STP 17000TL-10 561,06.12.2019 13:00,8.69
STP 17000TL-10 431,06.12.2019 10:00,4.22
STP 17000TL-10 435,06.12.2019 10:00,4.47
STP 17000TL-10 561,06.12.2019 10:00,3.47
STP 17000TL-10 431,06.12.2019 12:00,8.83
STP 17000TL-10 435,06.12.2019 12:00,7.88
STP 17000TL-10 561,06.12.2019 12:00,6.73
STP 17000TL-10 431,06.12.2019 11:00,5.54
STP 17000TL-10 435,06.12.2019 11:00,5.59
STP 17000TL-10 561,06.12.2019 11:00,4.66
STP 17000TL-10 431,06.12.2019 17:00,0.16
STP 17000TL-10 435,06.12.2019 17:00,0.17
STP 17000TL-10 561,06.12.2019 17:00,0.17
STP 17000TL-10 431,06.12.2019 14:00,7.70
STP 17000TL-10 435,06.12.2019 14:00,7.48
STP 17000TL-10 561,06.12.2019 14:00,6.86
STP 17000TL-10 431,06.12.2019 15:00,6.15
STP 17000TL-10 435,06.12.2019 15:00,5.82
STP 17000TL-10 561,06.12.2019 15:00,4.81
STP 17000TL-10 431,06.12.2019 16:00,1.08
STP 17000TL-10 435,06.12.2019 16:00,1.13
STP 17000TL-10 561,06.12.2019 16:00,1.07
STP 17000TL-10 431,05.12.2019 08:00,0.53
STP 17000TL-10 435,05.12.2019 08:00,0.57
STP 17000TL-10 561,05.12.2019 08:00,0.38
STP 17000TL-10 431,05.12.2019 07:00,0.05
STP 17000TL-10 435,05.12.2019 07:00,0.05
STP 17000TL-10 561,05.12.2019 07:00,0.03
STP 17000TL-10 431,05.12.2019 09:00,1.94
STP 17000TL-10 435,05.12.2019 09:00,1.84
STP 17000TL-10 561,05.12.2019 09:00,1.63
STP 17000TL-10 431,05.12.2019 13:00,3.86
STP 17000TL-10 435,05.12.2019 13:00,3.87
STP 17000TL-10 561,05.12.2019 13:00,3.43
STP 17000TL-10 431,05.12.2019 10:00,4.17
STP 17000TL-10 435,05.12.2019 10:00,4.45
STP 17000TL-10 561,05.12.2019 10:00,3.56
STP 17000TL-10 431,05.12.2019 12:00,2.12
STP 17000TL-10 435,05.12.2019 12:00,2.17
STP 17000TL-10 561,05.12.2019 12:00,2.04
STP 17000TL-10 431,05.12.2019 11:00,5.09
STP 17000TL-10 435,05.12.2019 11:00,5.03
STP 17000TL-10 561,05.12.2019 11:00,4.14
STP 17000TL-10 431,05.12.2019 17:00,0.02
STP 17000TL-10 435,05.12.2019 17:00,0.02
STP 17000TL-10 561,05.12.2019 17:00,0.02
STP 17000TL-10 431,05.12.2019 14:00,1.80
STP 17000TL-10 435,05.12.2019 14:00,1.83
STP 17000TL-10 561,05.12.2019 14:00,1.66
STP 17000TL-10 431,05.12.2019 15:00,0.54
STP 17000TL-10 435,05.12.2019 15:00,0.56
STP 17000TL-10 561,05.12.2019 15:00,0.51
STP 17000TL-10 431,05.12.2019 16:00,0.39
STP 17000TL-10 435,05.12.2019 16:00,0.43
STP 17000TL-10 561,05.12.2019 16:00,0.39
STP 17000TL-10 431,04.12.2019 08:00,0.59
STP 17000TL-10 435,04.12.2019 08:00,0.60
STP 17000TL-10 561,04.12.2019 08:00,0.53
STP 17000TL-10 431,04.12.2019 07:00,0.02
STP 17000TL-10 435,04.12.2019 07:00,0.02
STP 17000TL-10 561,04.12.2019 07:00,0.04
STP 17000TL-10 431,04.12.2019 09:00,1.82
STP 17000TL-10 435,04.12.2019 09:00,1.81
STP 17000TL-10 561,04.12.2019 09:00,1.61
STP 17000TL-10 431,04.12.2019 13:00,9.11
STP 17000TL-10 435,04.12.2019 13:00,8.29
STP 17000TL-10 561,04.12.2019 13:00,7.35
STP 17000TL-10 431,04.12.2019 10:00,3.64
STP 17000TL-10 435,04.12.2019 10:00,3.49
STP 17000TL-10 561,04.12.2019 10:00,2.89
STP 17000TL-10 431,04.12.2019 12:00,8.10
STP 17000TL-10 435,04.12.2019 12:00,7.45
STP 17000TL-10 561,04.12.2019 12:00,6.58
STP 17000TL-10 431,04.12.2019 11:00,7.98
STP 17000TL-10 435,04.12.2019 11:00,7.41
STP 17000TL-10 561,04.12.2019 11:00,5.98
STP 17000TL-10 431,04.12.2019 17:00,0.13
STP 17000TL-10 435,04.12.2019 17:00,0.14
STP 17000TL-10 561,04.12.2019 17:00,0.14
STP 17000TL-10 431,04.12.2019 14:00,7.91
STP 17000TL-10 435,04.12.2019 14:00,7.58
STP 17000TL-10 561,04.12.2019 14:00,6.90
STP 17000TL-10 431,04.12.2019 15:00,4.32
STP 17000TL-10 435,04.12.2019 15:00,4.14
STP 17000TL-10 561,04.12.2019 15:00,3.43
STP 17000TL-10 431,04.12.2019 16:00,0.80
STP 17000TL-10 435,04.12.2019 16:00,0.84
STP 17000TL-10 561,04.12.2019 16:00,0.82
STP 17000TL-10 431,03.12.2019 08:00,0.75
STP 17000TL-10 435,03.12.2019 08:00,0.74
STP 17000TL-10 561,03.12.2019 08:00,0.63
STP 17000TL-10 431,03.12.2019 07:00,0.05
STP 17000TL-10 435,03.12.2019 07:00,0.06
STP 17000TL-10 561,03.12.2019 07:00,0.04
STP 17000TL-10 431,03.12.2019 09:00,2.04
STP 17000TL-10 435,03.12.2019 09:00,1.99
STP 17000TL-10 561,03.12.2019 09:00,1.70
STP 17000TL-10 431,03.12.2019 13:00,3.74
STP 17000TL-10 435,03.12.2019 13:00,3.80
STP 17000TL-10 561,03.12.2019 13:00,3.46
STP 17000TL-10 431,03.12.2019 10:00,3.51
STP 17000TL-10 435,03.12.2019 10:00,3.45
STP 17000TL-10 561,03.12.2019 10:00,2.98
STP 17000TL-10 431,03.12.2019 12:00,4.00
STP 17000TL-10 435,03.12.2019 12:00,3.76
STP 17000TL-10 561,03.12.2019 12:00,3.28
STP 17000TL-10 431,03.12.2019 11:00,4.83
STP 17000TL-10 435,03.12.2019 11:00,4.67
STP 17000TL-10 561,03.12.2019 11:00,4.05
STP 17000TL-10 431,03.12.2019 17:00,0.19
STP 17000TL-10 435,03.12.2019 17:00,0.20
STP 17000TL-10 561,03.12.2019 17:00,0.18
STP 17000TL-10 431,03.12.2019 14:00,2.45
STP 17000TL-10 435,03.12.2019 14:00,2.56
STP 17000TL-10 561,03.12.2019 14:00,2.37
STP 17000TL-10 431,03.12.2019 15:00,1.27
STP 17000TL-10 435,03.12.2019 15:00,1.32
STP 17000TL-10 561,03.12.2019 15:00,1.22
STP 17000TL-10 431,03.12.2019 16:00,0.76
STP 17000TL-10 435,03.12.2019 16:00,0.80
STP 17000TL-10 561,03.12.2019 16:00,0.73
STP 17000TL-10 431,02.12.2019 08:00,0.32
STP 17000TL-10 435,02.12.2019 08:00,0.69
STP 17000TL-10 561,02.12.2019 08:00,0.50
STP 17000TL-10 431,02.12.2019 07:00,0.00
STP 17000TL-10 435,02.12.2019 07:00,0.05
STP 17000TL-10 561,02.12.2019 07:00,0.00
STP 17000TL-10 431,02.12.2019 09:00,1.80
STP 17000TL-10 435,02.12.2019 09:00,1.88
STP 17000TL-10 561,02.12.2019 09:00,1.47
STP 17000TL-10 431,02.12.2019 13:00,10.89
STP 17000TL-10 435,02.12.2019 13:00,4.63
STP 17000TL-10 561,02.12.2019 13:00,8.85
STP 17000TL-10 431,02.12.2019 10:00,3.58
STP 17000TL-10 435,02.12.2019 10:00,3.88
STP 17000TL-10 561,02.12.2019 10:00,3.12
STP 17000TL-10 431,02.12.2019 12:00,10.79
STP 17000TL-10 435,02.12.2019 12:00,8.61
STP 17000TL-10 561,02.12.2019 12:00,8.14
STP 17000TL-10 431,02.12.2019 11:00,7.88
STP 17000TL-10 435,02.12.2019 11:00,7.46
STP 17000TL-10 561,02.12.2019 11:00,6.05
STP 17000TL-10 431,02.12.2019 17:00,0.14
STP 17000TL-10 435,02.12.2019 17:00,0.15
