DeviceID,Time,Power(kW)
STP 17000TL-10 561,15.08.2018 10:00,4.81
STP 17000TL-10 431,15.08.2018 12:00,5.36
STP 17000TL-10 435,15.08.2018 12:00,5.24
STP 17000TL-10 561,15.08.2018 12:00,4.75
STP 17000TL-10 431,15.08.2018 11:00,4.99
STP 17000TL-10 435,15.08.2018 11:00,4.80
STP 17000TL-10 561,15.08.2018 11:00,4.18
STP 17000TL-10 431,15.08.2018 17:00,0.55
STP 17000TL-10 435,15.08.2018 17:00,0.63
STP 17000TL-10 561,15.08.2018 17:00,0.71
STP 17000TL-10 431,15.08.2018 14:00,7.82
STP 17000TL-10 435,15.08.2018 14:00,7.86
STP 17000TL-10 561,15.08.2018 14:00,7.39
STP 17000TL-10 431,15.08.2018 15:00,6.10
STP 17000TL-10 435,15.08.2018 15:00,1.92
STP 17000TL-10 561,15.08.2018 15:00,5.04
STP 17000TL-10 431,15.08.2018 16:00,2.20
STP 17000TL-10 435,15.08.2018 16:00,1.51
STP 17000TL-10 561,15.08.2018 16:00,3.09
STP 17000TL-10 431,15.08.2018 18:00,0.01
STP 17000TL-10 435,15.08.2018 18:00,0.02
STP 17000TL-10 561,15.08.2018 18:00,0.02
STP 17000TL-10 431,14.08.2018 08:00,0.51
STP 17000TL-10 435,14.08.2018 08:00,1.60
STP 17000TL-10 561,14.08.2018 08:00,1.34
STP 17000TL-10 431,14.08.2018 07:00,0.00
STP 17000TL-10 435,14.08.2018 07:00,0.09
STP 17000TL-10 561,14.08.2018 07:00,0.07
STP 17000TL-10 431,14.08.2018 09:00,3.83
STP 17000TL-10 435,14.08.2018 09:00,4.06
STP 17000TL-10 561,14.08.2018 09:00,3.45
STP 17000TL-10 431,14.08.2018 13:00,8.43
STP 17000TL-10 435,14.08.2018 13:00,8.31
STP 17000TL-10 561,14.08.2018 13:00,7.63
STP 17000TL-10 431,14.08.2018 10:00,5.95
STP 17000TL-10 435,14.08.2018 10:00,5.65
STP 17000TL-10 561,14.08.2018 10:00,4.81
STP 17000TL-10 431,14.08.2018 12:00,5.36
STP 17000TL-10 435,14.08.2018 12:00,5.24
STP 17000TL-10 561,14.08.2018 12:00,4.75
STP 17000TL-10 431,14.08.2018 11:00,4.99
STP 17000TL-10 435,14.08.2018 11:00,4.80
STP 17000TL-10 561,14.08.2018 11:00,4.18
STP 17000TL-10 431,14.08.2018 17:00,0.55
STP 17000TL-10 435,14.08.2018 17:00,0.63
STP 17000TL-10 561,14.08.2018 17:00,0.71
STP 17000TL-10 431,14.08.2018 14:00,7.82
STP 17000TL-10 435,14.08.2018 14:00,7.86
STP 17000TL-10 561,14.08.2018 14:00,7.39
STP 17000TL-10 431,14.08.2018 15:00,6.10
STP 17000TL-10 435,14.08.2018 15:00,1.92
STP 17000TL-10 561,14.08.2018 15:00,5.04
STP 17000TL-10 431,14.08.2018 16:00,2.20
STP 17000TL-10 435,14.08.2018 16:00,1.51
STP 17000TL-10 561,14.08.2018 16:00,3.09
STP 17000TL-10 431,14.08.2018 18:00,0.01
STP 17000TL-10 435,14.08.2018 18:00,0.02
STP 17000TL-10 561,14.08.2018 18:00,0.02
STP 17000TL-10 431,13.08.2018 08:00,0.51
STP 17000TL-10 435,13.08.2018 08:00,1.60
STP 17000TL-10 561,13.08.2018 08:00,1.34
STP 17000TL-10 431,13.08.2018 07:00,0.00
STP 17000TL-10 435,13.08.2018 07:00,0.09
STP 17000TL-10 561,13.08.2018 07:00,0.07
STP 17000TL-10 431,13.08.2018 09:00,3.83
STP 17000TL-10 435,13.08.2018 09:00,4.06
STP 17000TL-10 561,13.08.2018 09:00,3.45
STP 17000TL-10 431,13.08.2018 13:00,8.43
STP 17000TL-10 435,13.08.2018 13:00,8.31
STP 17000TL-10 561,13.08.2018 13:00,7.63
STP 17000TL-10 431,13.08.2018 10:00,5.95
STP 17000TL-10 435,13.08.2018 10:00,5.65
STP 17000TL-10 561,13.08.2018 10:00,4.81
STP 17000TL-10 431,13.08.2018 12:00,5.36
STP 17000TL-10 435,13.08.2018 12:00,5.24
STP 17000TL-10 561,13.08.2018 12:00,4.75
STP 17000TL-10 431,13.08.2018 11:00,4.99
STP 17000TL-10 435,13.08.2018 11:00,4.80
STP 17000TL-10 561,13.08.2018 11:00,4.18
STP 17000TL-10 431,13.08.2018 17:00,0.55
STP 17000TL-10 435,13.08.2018 17:00,0.63
STP 17000TL-10 561,13.08.2018 17:00,0.71
STP 17000TL-10 431,13.08.2018 14:00,7.82
STP 17000TL-10 435,13.08.2018 14:00,7.86
STP 17000TL-10 561,13.08.2018 14:00,7.39
STP 17000TL-10 431,13.08.2018 15:00,6.10
STP 17000TL-10 435,13.08.2018 15:00,1.92
STP 17000TL-10 561,13.08.2018 15:00,5.04
STP 17000TL-10 431,13.08.2018 16:00,2.20
STP 17000TL-10 435,13.08.2018 16:00,1.51
STP 17000TL-10 561,13.08.2018 16:00,3.09
STP 17000TL-10 431,13.08.2018 18:00,0.01
STP 17000TL-10 435,13.08.2018 18:00,0.02
STP 17000TL-10 561,13.08.2018 18:00,0.02
STP 17000TL-10 431,12.08.2018 08:00,0.51
STP 17000TL-10 435,12.08.2018 08:00,1.60
STP 17000TL-10 561,12.08.2018 08:00,1.34
STP 17000TL-10 431,12.08.2018 07:00,0.00
STP 17000TL-10 435,12.08.2018 07:00,0.09
STP 17000TL-10 561,12.08.2018 07:00,0.07
STP 17000TL-10 431,12.08.2018 09:00,3.83
STP 17000TL-10 435,12.08.2018 09:00,4.06
STP 17000TL-10 561,12.08.2018 09:00,3.45
STP 17000TL-10 431,12.08.2018 13:00,8.43
STP 17000TL-10 435,12.08.2018 13:00,8.31
STP 17000TL-10 561,12.08.2018 13:00,7.63
STP 17000TL-10 431,12.08.2018 10:00,5.95
STP 17000TL-10 435,12.08.2018 10:00,5.65
STP 17000TL-10 561,12.08.2018 10:00,4.81
STP 17000TL-10 431,12.08.2018 12:00,5.36
STP 17000TL-10 435,12.08.2018 12:00,5.24
STP 17000TL-10 561,12.08.2018 12:00,4.75
STP 17000TL-10 431,12.08.2018 11:00,4.99
STP 17000TL-10 435,12.08.2018 11:00,4.80
STP 17000TL-10 561,12.08.2018 11:00,4.18
STP 17000TL-10 431,12.08.2018 17:00,0.55
STP 17000TL-10 435,12.08.2018 17:00,0.63
STP 17000TL-10 561,12.08.2018 17:00,0.71
STP 17000TL-10 431,12.08.2018 14:00,7.82
STP 17000TL-10 435,12.08.2018 14:00,7.86
STP 17000TL-10 561,12.08.2018 14:00,7.39
STP 17000TL-10 431,12.08.2018 15:00,6.10
STP 17000TL-10 435,12.08.2018 15:00,1.92
STP 17000TL-10 561,12.08.2018 15:00,5.04
STP 17000TL-10 431,12.08.2018 16:00,2.20
STP 17000TL-10 435,12.08.2018 16:00,1.51
STP 17000TL-10 561,12.08.2018 16:00,3.09
STP 17000TL-10 431,12.08.2018 18:00,0.01
STP 17000TL-10 435,12.08.2018 18:00,0.02
STP 17000TL-10 561,12.08.2018 18:00,0.02
STP 17000TL-10 431,11.08.2018 08:00,0.51
STP 17000TL-10 435,11.08.2018 08:00,1.60
STP 17000TL-10 561,11.08.2018 08:00,1.34
STP 17000TL-10 431,11.08.2018 07:00,0.00
STP 17000TL-10 435,11.08.2018 07:00,0.09
STP 17000TL-10 561,11.08.2018 07:00,0.07
STP 17000TL-10 431,11.08.2018 09:00,3.83
STP 17000TL-10 435,11.08.2018 09:00,4.06
STP 17000TL-10 561,11.08.2018 09:00,3.45
STP 17000TL-10 431,11.08.2018 13:00,8.43
STP 17000TL-10 435,11.08.2018 13:00,8.31
STP 17000TL-10 561,11.08.2018 13:00,7.63
STP 17000TL-10 431,11.08.2018 10:00,5.95
STP 17000TL-10 435,11.08.2018 10:00,5.65
STP 17000TL-10 561,11.08.2018 10:00,4.81
STP 17000TL-10 431,11.08.2018 12:00,5.36
STP 17000TL-10 435,11.08.2018 12:00,5.24
STP 17000TL-10 561,11.08.2018 12:00,4.75
STP 17000TL-10 431,11.08.2018 11:00,4.99
STP 17000TL-10 435,11.08.2018 11:00,4.80
STP 17000TL-10 561,11.08.2018 11:00,4.18
STP 17000TL-10 431,11.08.2018 17:00,0.55
STP 17000TL-10 435,11.08.2018 17:00,0.63
STP 17000TL-10 561,11.08.2018 17:00,0.71
STP 17000TL-10 431,11.08.2018 14:00,7.82
STP 17000TL-10 435,11.08.2018 14:00,7.86
STP 17000TL-10 561,11.08.2018 14:00,7.39
STP 17000TL-10 431,11.08.2018 15:00,6.10
STP 17000TL-10 435,11.08.2018 15:00,1.92
STP 17000TL-10 561,11.08.2018 15:00,5.04
STP 17000TL-10 431,11.08.2018 16:00,2.20
STP 17000TL-10 435,11.08.2018 16:00,1.51
STP 17000TL-10 561,11.08.2018 16:00,3.09
STP 17000TL-10 431,11.08.2018 18:00,0.01
STP 17000TL-10 435,11.08.2018 18:00,0.02
STP 17000TL-10 561,11.08.2018 18:00,0.02
STP 17000TL-10 431,10.08.2018 08:00,0.51
STP 17000TL-10 435,10.08.2018 08:00,1.60
STP 17000TL-10 561,10.08.2018 08:00,1.34
STP 17000TL-10 431,10.08.2018 07:00,0.00
STP 17000TL-10 435,10.08.2018 07:00,0.09
STP 17000TL-10 561,10.08.2018 07:00,0.07
STP 17000TL-10 431,10.08.2018 09:00,3.83
STP 17000TL-10 435,10.08.2018 09:00,4.06
STP 17000TL-10 561,10.08.2018 09:00,3.45
STP 17000TL-10 431,10.08.2018 13:00,8.43
STP 17000TL-10 435,10.08.2018 13:00,8.31
STP 17000TL-10 561,10.08.2018 13:00,7.63
STP 17000TL-10 431,10.08.2018 10:00,5.95
STP 17000TL-10 435,10.08.2018 10:00,5.65
STP 17000TL-10 561,10.08.2018 10:00,4.81
STP 17000TL-10 431,10.08.2018 12:00,5.36
STP 17000TL-10 435,10.08.2018 12:00,5.24
STP 17000TL-10 561,10.08.2018 12:00,4.75
STP 17000TL-10 431,10.08.2018 11:00,4.99
STP 17000TL-10 435,10.08.2018 11:00,4.80
STP 17000TL-10 561,10.08.2018 11:00,4.18
STP 17000TL-10 431,10.08.2018 17:00,0.55
STP 17000TL-10 435,10.08.2018 17:00,0.63
STP 17000TL-10 561,10.08.2018 17:00,0.71
STP 17000TL-10 431,10.08.2018 14:00,7.82
STP 17000TL-10 435,10.08.2018 14:00,7.86
STP 17000TL-10 561,10.08.2018 14:00,7.39
STP 17000TL-10 431,10.08.2018 15:00,6.10
STP 17000TL-10 435,10.08.2018 15:00,1.92
STP 17000TL-10 561,10.08.2018 15:00,5.04
STP 17000TL-10 431,10.08.2018 16:00,2.20
STP 17000TL-10 435,10.08.2018 16:00,1.51
STP 17000TL-10 561,10.08.2018 16:00,3.09
STP 17000TL-10 431,10.08.2018 18:00,0.01
STP 17000TL-10 435,10.08.2018 18:00,0.02
STP 17000TL-10 561,10.08.2018 18:00,0.02
STP 17000TL-10 431,09.08.2018 08:00,0.51
STP 17000TL-10 435,09.08.2018 08:00,1.60
STP 17000TL-10 561,09.08.2018 08:00,1.34
STP 17000TL-10 431,09.08.2018 07:00,0.00
STP 17000TL-10 435,09.08.2018 07:00,0.09
STP 17000TL-10 561,09.08.2018 07:00,0.07
STP 17000TL-10 431,09.08.2018 09:00,3.83
STP 17000TL-10 435,09.08.2018 09:00,4.06
STP 17000TL-10 561,09.08.2018 09:00,3.45
STP 17000TL-10 431,09.08.2018 13:00,8.43
STP 17000TL-10 435,09.08.2018 13:00,8.31
STP 17000TL-10 561,09.08.2018 13:00,7.63
STP 17000TL-10 431,09.08.2018 10:00,5.95
STP 17000TL-10 435,09.08.2018 10:00,5.65
STP 17000TL-10 561,09.08.2018 10:00,4.81
STP 17000TL-10 431,09.08.2018 12:00,5.36
STP 17000TL-10 435,09.08.2018 12:00,5.24
STP 17000TL-10 561,09.08.2018 12:00,4.75
STP 17000TL-10 431,09.08.2018 11:00,4.99
STP 17000TL-10 435,09.08.2018 11:00,4.80
STP 17000TL-10 561,09.08.2018 11:00,4.18
STP 17000TL-10 431,09.08.2018 17:00,0.55
STP 17000TL-10 435,09.08.2018 17:00,0.63
STP 17000TL-10 561,09.08.2018 17:00,0.71
STP 17000TL-10 431,09.08.2018 14:00,7.82
STP 17000TL-10 435,09.08.2018 14:00,7.86
STP 17000TL-10 561,09.08.2018 14:00,7.39
STP 17000TL-10 431,09.08.2018 15:00,6.10
STP 17000TL-10 435,09.08.2018 15:00,1.92
STP 17000TL-10 561,09.08.2018 15:00,5.04
STP 17000TL-10 431,09.08.2018 16:00,2.20
STP 17000TL-10 435,09.08.2018 16:00,1.51
STP 17000TL-10 561,09.08.2018 16:00,3.09
STP 17000TL-10 431,09.08.2018 18:00,0.01
STP 17000TL-10 435,09.08.2018 18:00,0.02
STP 17000TL-10 561,09.08.2018 18:00,0.02
STP 17000TL-10 431,08.08.2018 08:00,0.51
STP 17000TL-10 435,08.08.2018 08:00,1.60
STP 17000TL-10 561,08.08.2018 08:00,1.34
STP 17000TL-10 431,08.08.2018 07:00,0.00
STP 17000TL-10 435,08.08.2018 07:00,0.09
STP 17000TL-10 561,08.08.2018 07:00,0.07
STP 17000TL-10 431,08.08.2018 09:00,3.83
STP 17000TL-10 435,08.08.2018 09:00,4.06
STP 17000TL-10 561,08.08.2018 09:00,3.45
STP 17000TL-10 431,08.08.2018 13:00,8.43
STP 17000TL-10 435,08.08.2018 13:00,8.31
STP 17000TL-10 561,08.08.2018 13:00,7.63
STP 17000TL-10 431,08.08.2018 10:00,5.95
STP 17000TL-10 435,08.08.2018 10:00,5.65
STP 17000TL-10 561,08.08.2018 10:00,4.81
STP 17000TL-10 431,08.08.2018 12:00,5.36
STP 17000TL-10 435,08.08.2018 12:00,5.24
STP 17000TL-10 561,08.08.2018 12:00,4.75
STP 17000TL-10 431,08.08.2018 11:00,4.99
STP 17000TL-10 435,08.08.2018 11:00,4.80
STP 17000TL-10 561,08.08.2018 11:00,4.18
STP 17000TL-10 431,08.08.2018 17:00,0.55
STP 17000TL-10 435,08.08.2018 17:00,0.63
STP 17000TL-10 561,08.08.2018 17:00,0.71
STP 17000TL-10 431,08.08.2018 14:00,7.82
STP 17000TL-10 435,08.08.2018 14:00,7.86
STP 17000TL-10 561,08.08.2018 14:00,7.39
STP 17000TL-10 431,08.08.2018 15:00,6.10
STP 17000TL-10 435,08.08.2018 15:00,1.92
STP 17000TL-10 561,08.08.2018 15:00,5.04
STP 17000TL-10 431,08.08.2018 16:00,2.20
STP 17000TL-10 435,08.08.2018 16:00,1.51
STP 17000TL-10 561,08.08.2018 16:00,3.09
STP 17000TL-10 431,08.08.2018 18:00,0.01
STP 17000TL-10 435,08.08.2018 18:00,0.02
STP 17000TL-10 561,08.08.2018 18:00,0.02
STP 17000TL-10 431,07.08.2018 08:00,0.51
STP 17000TL-10 435,07.08.2018 08:00,1.60
STP 17000TL-10 561,07.08.2018 08:00,1.34
STP 17000TL-10 431,07.08.2018 07:00,0.00
STP 17000TL-10 435,07.08.2018 07:00,0.09
STP 17000TL-10 561,07.08.2018 07:00,0.07
STP 17000TL-10 431,07.08.2018 09:00,3.83
STP 17000TL-10 435,07.08.2018 09:00,4.06
STP 17000TL-10 561,07.08.2018 09:00,3.45
STP 17000TL-10 431,07.08.2018 13:00,8.43
STP 17000TL-10 435,07.08.2018 13:00,8.31
STP 17000TL-10 561,07.08.2018 13:00,7.63
STP 17000TL-10 431,07.08.2018 10:00,5.95
STP 17000TL-10 435,07.08.2018 10:00,5.65
STP 17000TL-10 561,07.08.2018 10:00,4.81
STP 17000TL-10 431,07.08.2018 12:00,5.36
STP 17000TL-10 435,07.08.2018 12:00,5.24
STP 17000TL-10 561,07.08.2018 12:00,4.75
STP 17000TL-10 431,07.08.2018 11:00,4.99
STP 17000TL-10 435,07.08.2018 11:00,4.80
STP 17000TL-10 561,07.08.2018 11:00,4.18
STP 17000TL-10 431,07.08.2018 17:00,0.55
STP 17000TL-10 435,07.08.2018 17:00,0.63
STP 17000TL-10 561,07.08.2018 17:00,0.71
STP 17000TL-10 431,07.08.2018 14:00,7.82
STP 17000TL-10 435,07.08.2018 14:00,7.86
STP 17000TL-10 561,07.08.2018 14:00,7.39
STP 17000TL-10 431,07.08.2018 15:00,6.10
STP 17000TL-10 435,07.08.2018 15:00,1.92
STP 17000TL-10 561,07.08.2018 15:00,5.04
STP 17000TL-10 431,07.08.2018 16:00,2.20
STP 17000TL-10 435,07.08.2018 16:00,1.51
STP 17000TL-10 561,07.08.2018 16:00,3.09
STP 17000TL-10 431,07.08.2018 18:00,0.01
STP 17000TL-10 435,07.08.2018 18:00,0.02
STP 17000TL-10 561,07.08.2018 18:00,0.02
STP 17000TL-10 431,06.08.2018 08:00,0.51
STP 17000TL-10 435,06.08.2018 08:00,1.60
STP 17000TL-10 561,06.08.2018 08:00,1.34
STP 17000TL-10 431,06.08.2018 07:00,0.00
STP 17000TL-10 435,06.08.2018 07:00,0.09
STP 17000TL-10 561,06.08.2018 07:00,0.07
STP 17000TL-10 431,06.08.2018 09:00,3.83
STP 17000TL-10 435,06.08.2018 09:00,4.06
STP 17000TL-10 561,06.08.2018 09:00,3.45
STP 17000TL-10 431,06.08.2018 13:00,8.43
STP 17000TL-10 435,06.08.2018 13:00,8.31
STP 17000TL-10 561,06.08.2018 13:00,7.63
STP 17000TL-10 431,06.08.2018 10:00,5.95
STP 17000TL-10 435,06.08.2018 10:00,5.65
STP 17000TL-10 561,06.08.2018 10:00,4.81
STP 17000TL-10 431,06.08.2018 12:00,5.36
STP 17000TL-10 435,06.08.2018 12:00,5.24
STP 17000TL-10 561,06.08.2018 12:00,4.75
STP 17000TL-10 431,06.08.2018 11:00,4.99
STP 17000TL-10 435,06.08.2018 11:00,4.80
STP 17000TL-10 561,06.08.2018 11:00,4.18
STP 17000TL-10 431,06.08.2018 17:00,0.55
STP 17000TL-10 435,06.08.2018 17:00,0.63
STP 17000TL-10 561,06.08.2018 17:00,0.71
STP 17000TL-10 431,06.08.2018 14:00,7.82
STP 17000TL-10 435,06.08.2018 14:00,7.86
STP 17000TL-10 561,06.08.2018 14:00,7.39
STP 17000TL-10 431,06.08.2018 15:00,6.10
STP 17000TL-10 435,06.08.2018 15:00,1.92
STP 17000TL-10 561,06.08.2018 15:00,5.04
STP 17000TL-10 431,06.08.2018 16:00,2.20
STP 17000TL-10 435,06.08.2018 16:00,1.51
STP 17000TL-10 561,06.08.2018 16:00,3.09
STP 17000TL-10 431,06.08.2018 18:00,0.01
STP 17000TL-10 435,06.08.2018 18:00,0.02
STP 17000TL-10 561,06.08.2018 18:00,0.02
STP 17000TL-10 431,05.08.2018 08:00,0.51
STP 17000TL-10 435,05.08.2018 08:00,1.60
STP 17000TL-10 561,05.08.2018 08:00,1.34
STP 17000TL-10 431,05.08.2018 07:00,0.00
STP 17000TL-10 435,05.08.2018 07:00,0.09
STP 17000TL-10 561,05.08.2018 07:00,0.07
STP 17000TL-10 431,05.08.2018 09:00,3.83
STP 17000TL-10 435,05.08.2018 09:00,4.06
STP 17000TL-10 561,05.08.2018 09:00,3.45
STP 17000TL-10 431,05.08.2018 13:00,8.43
STP 17000TL-10 435,05.08.2018 13:00,8.31
STP 17000TL-10 561,05.08.2018 13:00,7.63
STP 17000TL-10 431,05.08.2018 10:00,5.95
STP 17000TL-10 435,05.08.2018 10:00,5.65
STP 17000TL-10 561,05.08.2018 10:00,4.81
STP 17000TL-10 431,05.08.2018 12:00,5.36
STP 17000TL-10 435,05.08.2018 12:00,5.24
STP 17000TL-10 561,05.08.2018 12:00,4.75
STP 17000TL-10 431,05.08.2018 11:00,4.99
STP 17000TL-10 435,05.08.2018 11:00,4.80
STP 17000TL-10 561,05.08.2018 11:00,4.18
STP 17000TL-10 431,05.08.2018 17:00,0.55
STP 17000TL-10 435,05.08.2018 17:00,0.63
STP 17000TL-10 561,05.08.2018 17:00,0.71
STP 17000TL-10 431,05.08.2018 14:00,7.82
STP 17000TL-10 435,05.08.2018 14:00,7.86
STP 17000TL-10 561,05.08.2018 14:00,7.39
STP 17000TL-10 431,05.08.2018 15:00,6.10
STP 17000TL-10 435,05.08.2018 15:00,1.92
STP 17000TL-10 561,05.08.2018 15:00,5.04
STP 17000TL-10 431,05.08.2018 16:00,2.20
STP 17000TL-10 435,05.08.2018 16:00,1.51
STP 17000TL-10 561,05.08.2018 16:00,3.09
STP 17000TL-10 431,05.08.2018 18:00,0.01
STP 17000TL-10 435,05.08.2018 18:00,0.02
STP 17000TL-10 561,05.08.2018 18:00,0.02
STP 17000TL-10 431,04.08.2018 08:00,0.51
STP 17000TL-10 435,04.08.2018 08:00,1.60
STP 17000TL-10 561,04.08.2018 08:00,1.34
STP 17000TL-10 431,04.08.2018 07:00,0.00
STP 17000TL-10 435,04.08.2018 07:00,0.09
STP 17000TL-10 561,04.08.2018 07:00,0.07
STP 17000TL-10 431,04.08.2018 09:00,3.83
STP 17000TL-10 435,04.08.2018 09:00,4.06
STP 17000TL-10 561,04.08.2018 09:00,3.45
STP 17000TL-10 431,04.08.2018 13:00,8.43
STP 17000TL-10 435,04.08.2018 13:00,8.31
STP 17000TL-10 561,04.08.2018 13:00,7.63
STP 17000TL-10 431,04.08.2018 10:00,5.95
STP 17000TL-10 435,04.08.2018 10:00,5.65
STP 17000TL-10 561,04.08.2018 10:00,4.81
STP 17000TL-10 431,04.08.2018 12:00,5.36
STP 17000TL-10 435,04.08.2018 12:00,5.24
STP 17000TL-10 561,04.08.2018 12:00,4.75
STP 17000TL-10 431,04.08.2018 11:00,4.99
STP 17000TL-10 435,04.08.2018 11:00,4.80
STP 17000TL-10 561,04.08.2018 11:00,4.18
STP 17000TL-10 431,04.08.2018 17:00,0.55
STP 17000TL-10 435,04.08.2018 17:00,0.63
STP 17000TL-10 561,04.08.2018 17:00,0.71
STP 17000TL-10 431,04.08.2018 14:00,7.82
STP 17000TL-10 435,04.08.2018 14:00,7.86
STP 17000TL-10 561,04.08.2018 14:00,7.39
STP 17000TL-10 431,04.08.2018 15:00,6.10
STP 17000TL-10 435,04.08.2018 15:00,1.92
STP 17000TL-10 561,04.08.2018 15:00,5.04
STP 17000TL-10 431,04.08.2018 16:00,2.20
STP 17000TL-10 435,04.08.2018 16:00,1.51
STP 17000TL-10 561,04.08.2018 16:00,3.09
STP 17000TL-10 431,04.08.2018 18:00,0.01
STP 17000TL-10 435,04.08.2018 18:00,0.02
STP 17000TL-10 561,04.08.2018 18:00,0.02
STP 17000TL-10 431,03.08.2018 08:00,0.51
STP 17000TL-10 435,03.08.2018 08:00,1.60
STP 17000TL-10 561,03.08.2018 08:00,1.34
STP 17000TL-10 431,03.08.2018 07:00,0.00
STP 17000TL-10 435,03.08.2018 07:00,0.09
STP 17000TL-10 561,03.08.2018 07:00,0.07
STP 17000TL-10 431,03.08.2018 09:00,3.83
STP 17000TL-10 435,03.08.2018 09:00,4.06
STP 17000TL-10 561,03.08.2018 09:00,3.45
STP 17000TL-10 431,03.08.2018 13:00,8.43
STP 17000TL-10 435,03.08.2018 13:00,8.31
STP 17000TL-10 561,03.08.2018 13:00,7.63
STP 17000TL-10 431,03.08.2018 10:00,5.95
STP 17000TL-10 435,03.08.2018 10:00,5.65
STP 17000TL-10 561,03.08.2018 10:00,4.81
STP 17000TL-10 431,03.08.2018 12:00,5.36
STP 17000TL-10 435,03.08.2018 12:00,5.24
STP 17000TL-10 561,03.08.2018 12:00,4.75
STP 17000TL-10 431,03.08.2018 11:00,4.99
STP 17000TL-10 435,03.08.2018 11:00,4.80
STP 17000TL-10 561,03.08.2018 11:00,4.18
STP 17000TL-10 431,03.08.2018 17:00,0.55
STP 17000TL-10 435,03.08.2018 17:00,0.63
STP 17000TL-10 561,03.08.2018 17:00,0.71
STP 17000TL-10 431,03.08.2018 14:00,7.82
STP 17000TL-10 435,03.08.2018 14:00,7.86
STP 17000TL-10 561,03.08.2018 14:00,7.39
STP 17000TL-10 431,03.08.2018 15:00,6.10
STP 17000TL-10 435,03.08.2018 15:00,1.92
STP 17000TL-10 561,03.08.2018 15:00,5.04
STP 17000TL-10 431,03.08.2018 16:00,2.20
STP 17000TL-10 435,03.08.2018 16:00,1.51
STP 17000TL-10 561,03.08.2018 16:00,3.09
STP 17000TL-10 431,03.08.2018 18:00,0.01
STP 17000TL-10 435,03.08.2018 18:00,0.02
STP 17000TL-10 561,03.08.2018 18:00,0.02
STP 17000TL-10 431,02.08.2018 08:00,0.51
STP 17000TL-10 435,02.08.2018 08:00,1.60
STP 17000TL-10 561,02.08.2018 08:00,1.34
STP 17000TL-10 431,02.08.2018 07:00,0.00
STP 17000TL-10 435,02.08.2018 07:00,0.09
STP 17000TL-10 561,02.08.2018 07:00,0.07
STP 17000TL-10 431,02.08.2018 09:00,3.83
STP 17000TL-10 435,02.08.2018 09:00,4.06
STP 17000TL-10 561,02.08.2018 09:00,3.45
STP 17000TL-10 431,02.08.2018 13:00,8.43
STP 17000TL-10 435,02.08.2018 13:00,8.31
STP 17000TL-10 561,02.08.2018 13:00,7.63
STP 17000TL-10 431,02.08.2018 10:00,5.95
STP 17000TL-10 435,02.08.2018 10:00,5.65
STP 17000TL-10 561,02.08.2018 10:00,4.81
STP 17000TL-10 431,02.08.2018 12:00,5.36
STP 17000TL-10 435,02.08.2018 12:00,5.24
STP 17000TL-10 561,02.08.2018 12:00,4.75
STP 17000TL-10 431,02.08.2018 11:00,4.99
STP 17000TL-10 435,02.08.2018 11:00,4.80
STP 17000TL-10 561,02.08.2018 11:00,4.18
STP 17000TL-10 431,02.08.2018 17:00,0.55
STP 17000TL-10 435,02.08.2018 17:00,0.63
STP 17000TL-10 561,02.08.2018 17:00,0.71
STP 17000TL-10 431,02.08.2018 14:00,7.82
STP 17000TL-10 435,02.08.2018 14:00,7.86
STP 17000TL-10 561,02.08.2018 14:00,7.39
STP 17000TL-10 431,02.08.2018 15:00,6.10
STP 17000TL-10 435,02.08.2018 15:00,1.92
STP 17000TL-10 561,02.08.2018 15:00,5.04
STP 17000TL-10 431,02.08.2018 16:00,2.20
STP 17000TL-10 435,02.08.2018 16:00,1.51
STP 17000TL-10 561,02.08.2018 16:00,3.09
STP 17000TL-10 431,02.08.2018 18:00,0.01
STP 17000TL-10 435,02.08.2018 18:00,0.02
STP 17000TL-10 561,02.08.2018 18:00,0.02
STP 17000TL-10 431,01.08.2018 08:00,0.51
STP 17000TL-10 435,01.08.2018 08:00,1.60
STP 17000TL-10 561,01.08.2018 08:00,1.34
STP 17000TL-10 431,01.08.2018 07:00,0.00
STP 17000TL-10 435,01.08.2018 07:00,0.09
STP 17000TL-10 561,01.08.2018 07:00,0.07
STP 17000TL-10 431,01.08.2018 09:00,3.83
STP 17000TL-10 435,01.08.2018 09:00,4.06
STP 17000TL-10 561,01.08.2018 09:00,3.45
STP 17000TL-10 431,01.08.2018 13:00,8.43
STP 17000TL-10 435,01.08.2018 13:00,8.31
STP 17000TL-10 561,01.08.2018 13:00,7.63
STP 17000TL-10 431,01.08.2018 10:00,5.95
STP 17000TL-10 435,01.08.2018 10:00,5.65
STP 17000TL-10 561,01.08.2018 10:00,4.81
STP 17000TL-10 431,01.08.2018 12:00,5.36
STP 17000TL-10 435,01.08.2018 12:00,5.24
STP 17000TL-10 561,01.08.2018 12:00,4.75
STP 17000TL-10 431,01.08.2018 11:00,4.99
STP 17000TL-10 435,01.08.2018 11:00,4.80
STP 17000TL-10 561,01.08.2018 11:00,4.18
STP 17000TL-10 431,01.08.2018 17:00,0.55
STP 17000TL-10 435,01.08.2018 17:00,0.63
STP 17000TL-10 561,01.08.2018 17:00,0.71
STP 17000TL-10 431,01.08.2018 14:00,7.82
STP 17000TL-10 435,01.08.2018 14:00,7.86
STP 17000TL-10 561,01.08.2018 14:00,7.39
